1girl,6268955
highres,5576593
solo,5211562
long_hair,4554671
breasts,3600421
looking_at_viewer,3486824
commentary_request,3431776
blush,3070609
smile,3018356
open_mouth,2495531
short_hair,2358457
shirt,1941596
simple_background,1931513
absurdres,1912134
blue_eyes,1840885
long_sleeves,1661189
large_breasts,1652549
skirt,1626292
blonde_hair,1620206
multiple_girls,1601138
white_background,1594212
brown_hair,1591880
black_hair,1583143
commentary,1491527
hair_ornament,1488674
1boy,1487345
holding,1453706
gloves,1421905
dress,1365742
red_eyes,1332694
hat,1261641
closed_mouth,1256333
bow,1232538
animal_ears,1231822
hair_between_eyes,1231042
bad_id,1221948
original,1215743
thighhighs,1215649
navel,1200688
ribbon,1131764
jewelry,1124238
2girls,1069628
cleavage,1045809
bare_shoulders,1017448
very_long_hair,1003475
jacket,1000711
sitting,983861
bad_pixiv_id,956683
standing,951378
twintails,940527
medium_breasts,922720
touhou,917527
white_shirt,909138
blue_hair,897837
green_eyes,887312
brown_eyes,874633
full_body,864923
nipples,862728
purple_eyes,850699
tail,824284
collarbone,823964
school_uniform,821990
underwear,818791
upper_body,818187
male_focus,759593
closed_eyes,745697
multicolored_hair,741449
white_hair,741135
pink_hair,732179
yellow_eyes,729637
grey_hair,728089
ponytail,726336
photoshop_(medium),706973
ahoge,682370
swimsuit,682337
purple_hair,678340
panties,667141
braid,658579
monochrome,656244
short_sleeves,653388
sidelocks,651813
flower,650886
hair_ribbon,627005
weapon,620307
heart,617631
ass,615245
earrings,595146
thighs,593256
cowboy_shot,590728
:d,575835
hetero,570069
translation_request,569482
translated,566964
outdoors,565113
pantyhose,563984
comic,561693
hair_bow,556063
sweat,550024
red_hair,547098
teeth,526461
frills,523938
open_clothes,523370
pleated_skirt,522215
greyscale,521761
parted_lips,520426
bikini,518339
nude,516026
small_breasts,515150
english_commentary,505021
kantai_collection,503652
hairband,499413
multiple_boys,492235
horns,486962
collared_shirt,483750
boots,483351
censored,476360
necktie,470241
shorts,466815
lying,465897
black_gloves,464855
food,464753
shoes,458073
alternate_costume,456024
sky,454538
wings,454232
pants,453784
one_eye_closed,452542
sleeveless,450196
detached_sleeves,443972
green_hair,437208
penis,428990
choker,428444
virtual_youtuber,424057
socks,416026
japanese_clothes,412508
pointy_ears,409994
medium_hair,407985
artist_name,402293
tongue,398585
black_thighhighs,391578
barefoot,385072
indoors,383542
glasses,382305
pussy,380004
hand_up,373008
solo_focus,372618
puffy_sleeves,368306
belt,364532
official_alternate_costume,354097
day,353375
hairclip,351342
fang,337565
fate_(series),335079
official_art,327853
serafuku,323771
bowtie,323300
2boys,321583
black_skirt,316889
elbow_gloves,316493
signature,315323
hood,314379
white_gloves,313901
midriff,311781
blunt_bangs,308116
cloud,302353
dark_skin,300945
pink_eyes,296007
cat_ears,295321
tongue_out,294155
hair_flower,293558
speech_bubble,292047
looking_back,290610
sailor_collar,289982
halo,287921
twitter_username,286891
white_dress,286040
sword,285847
looking_at_another,284919
pokemon,284646
stomach,282918
grey_background,281130
sex,280019
holding_weapon,279790
miniskirt,276683
fingerless_gloves,273537
mole,269285
blue_archive,269119
wide_sleeves,267604
streaked_hair,264254
on_back,264152
spread_legs,262662
necklace,261184
hair_bun,259691
hair_over_one_eye,259620
two-tone_hair,257623
open_jacket,257615
cum,257434
english_text,256286
chibi,256078
white_thighhighs,254856
3girls,253460
kimono,253410
armpits,252425
off_shoulder,252372
black_jacket,252033
orange_hair,251924
nail_polish,251526
star_(symbol),251403
black_dress,250188
fate/grand_order,247273
grin,246794
striped_clothes,246005
black_eyes,243303
from_behind,243022
coat,243009
tears,242280
sweatdrop,240230
rabbit_ears,239253
blurry,238705
bag,236968
idolmaster,236064
from_side,234441
hololive,231884
genshin_impact,231786
yuri,231406
water,229346
black_shirt,229142
vest,226465
cape,224838
red_bow,222718
black_pantyhose,222300
huge_breasts,222289
armor,221487
scarf,221245
arm_up,220107
apron,218870
leotard,218552
clothes_lift,216108
character_name,213807
sweater,213092
bra,210400
feet,210292
high_heels,210117
animal_ear_fluff,209851
mosaic_censoring,209415
parted_bangs,209303
bad_twitter_id,208740
blue_sky,205464
vaginal,205419
crop_top,204926
bracelet,201075
collar,199891
commission,197443
dated,197309
arms_up,196424
completely_nude,195253
:o,194992
grey_eyes,194239
white_panties,193093
cup,191300
hands_up,191205
red_ribbon,190647
looking_to_the_side,189833
fingernails,188846
twin_braids,187619
v-shaped_eyebrows,187054
dark-skinned_female,186978
aqua_eyes,185607
puffy_short_sleeves,185212
blue_skirt,184509
neckerchief,184106
side_ponytail,183913
two_side_up,183381
eyelashes,182731
flat_chest,182369
orange_eyes,182201
chinese_commentary,178957
multiple_views,176202
tree,174970
symbol-shaped_pupils,173738
sleeves_past_wrists,170910
fur_trim,169921
mole_under_eye,168019
black_choker,166516
thigh_strap,166386
clothing_cutout,165545
upper_teeth_only,165272
covered_nipples,164547
strapless,164421
cat_tail,164185
vocaloid,162690
hand_on_own_hip,161831
toes,161002
v,160693
see-through_clothes,159970
feet_out_of_frame,159709
sleeveless_shirt,159624
sleeveless_dress,159200
bar_censor,158992
sparkle,158688
wrist_cuffs,158444
pokemon_(creature),157091
fake_animal_ears,156947
no_humans,156867
sketch,156438
legs,156407
black_pants,155524
fox_ears,154935
maid,154487
loli,154289
wet,152796
groin,151853
maid_headdress,151236
torn_clothes,150969
pillow,150651
gun,150156
buttons,149172
border,148576
muscular,148278
neck_ribbon,148254
ascot,147882
black_bow,147477
sash,147134
short_shorts,146821
gradient_background,146657
gradient_hair,146360
arknights,146266
book,144642
white_socks,144474
bare_arms,143955
tattoo,143443
lips,143093
head_tilt,142938
cosplay,142410
pubic_hair,142127
colored_skin,141558
uncensored,141170
bare_legs,140881
plaid_clothes,140822
black_panties,140639
black_ribbon,140461
one-piece_swimsuit,140035
hoodie,139873
covered_navel,139666
zettai_ryouiki,138416
blurry_background,138174
window,138086
detached_collar,137544
single_braid,135807
profile,135461
blood,134932
floating_hair,134823
petals,134355
watermark,134289
makeup,133802
double_bun,132639
kneehighs,132625
azur_lane,132534
mask,131725
dress_shirt,131655
pov,131215
black_shorts,130559
facial_hair,129980
blue_background,129327
shiny_skin,129009
black_hat,128830
bodysuit,127992
hair_intakes,127925
expressionless,127589
horse_ears,127464
blue_dress,127289
aqua_hair,126569
hug,126393
swept_bangs,125774
turtleneck,125370
umamusume,125049
bell,125043
capelet,124976
copyright_name,124971
horse_girl,124782
shadow,124465
:3,123815
idolmaster_cinderella_girls,123751
blue_bow,123402
kneeling,123140
dutch_angle,123055
night,122870
white_jacket,122650
sideboob,122471
anus,121360
leaning_forward,121227
symbol-only_commentary,121081
open_shirt,120812
heterochromia,120792
highleg,120684
skindentation,120388
black_bikini,118648
low_twintails,118639
saliva,118363
on_bed,117745
red_skirt,116866
scar,116787
piercing,115977
holding_sword,115974
^_^,115897
4girls,115154
siblings,114393
frown,113982
artist_request,113834
chinese_clothes,113444
fruit,113374
pussy_juice,113036
alternate_hairstyle,112778
bird,110998
fangs,110963
bed,110833
hatsune_miku,110782
nose_blush,110669
rose,110311
black_socks,110291
one_side_up,110259
leaf,109683
soles,109593
fox_tail,109216
wavy_hair,109186
playboy_bunny,108938
blush_stickers,108743
animal,108586
beret,108513
chain,108254
blue_shirt,107097
holding_hands,106935
thick_thighs,106774
cum_in_pussy,106386
depth_of_field,106383
md5_mismatch,106057
glowing,105927
thick_eyebrows,105857
halterneck,105604
witch_hat,105150
no_bra,104945
phone,104597
facial_mark,104543
ocean,104253
muscular_male,104096
from_above,103525
underboob,103164
headband,103105
headphones,102690
military,102648
non-web_source,102619
blue_jacket,102579
erection,102392
embarrassed,102023
honkai_(series),101734
4koma,101707
looking_down,101308
holding_food,101254
pink_background,100833
cameltoe,100747
sunglasses,100056
abs,99825
sandals,99739
half-closed_eyes,99711
military_uniform,99690
bob_cut,99405
bottomless,99291
hood_down,99247
bed_sheet,99128
white_bikini,98850
white_flower,98767
happy,98498
no_panties,98440
frilled_dress,98438
side-tie_bikini_bottom,98357
bandages,98205
red_dress,98010
cum_on_body,97909
arm_support,97421
cat_girl,97308
pectorals,97174
plaid_skirt,97092
no_shoes,97081
black_hairband,97046
short_dress,96660
dark-skinned_male,96448
lowres,96288
love_live!,95779
back,95719
chair,95414
beach,95262
fire_emblem,94999
drill_hair,94406
white_border,94155
testicles,94111
floral_print,93919
white_skirt,93782
ass_visible_through_thighs,93768
white_bow,93524
thigh_boots,93438
on_side,92864
flying_sweatdrops,92481
umbrella,92376
female_pubic_hair,91831
korean_commentary,91607
transparent_background,91379
heart-shaped_pupils,91172
groping,90922
arms_behind_back,90769
squatting,90599
traditional_media,90311
ring,90086
bright_pupils,89961
demon_horns,89917
stuffed_toy,89291
eating,89221
crossed_arms,89162
table,89102
cleavage_cutout,89010
animated,88853
portrait,87862
black_background,87489
sharp_teeth,87459
garter_straps,87402
6+girls,87239
white_hat,87188
standing_on_one_leg,86979
wariza,86566
from_below,86557
obi,86549
scan,86527
demon_girl,85889
colored_inner_hair,85683
cardigan,85416
cat,85325
banned_artist,84998
shirt_lift,84965
oral,84857
wolf_ears,84802
leg_up,84626
clothes_pull,84325
headgear,84268
motion_lines,83875
fox_girl,83541
final_fantasy,83373
tank_top,83197
high_ponytail,82938
own_hands_together,82902
cellphone,82791
helmet,82679
mouth_hold,82531
copyright_request,82525
wavy_mouth,82094
bound,81889
scrunchie,81680
hakurei_reimu,81618
furry,81419
sunlight,81329
crying,81053
antenna_hair,81014
trembling,80810
frilled_sleeves,80382
moon,80289
crossed_legs,80011
grass,79993
thigh_gap,79926
parody,79902
eyepatch,79816
blue_ribbon,79784
partial_commentary,79753
magical_girl,79478
hair_tubes,79161
frilled_skirt,79154
black_nails,79079
feathers,79063
pink_bow,79012
red_necktie,78986
x_hair_ornament,78834
cloudy_sky,78803
red_flower,78311
light_smile,78170
3boys,77938
suit,77850
backpack,77850
bara,77520
mob_cap,77421
eyes_visible_through_hair,77404
plant,76902
sleeping,76878
1other,76868
skirt_lift,75962
red_shirt,75786
cross,75763
suspenders,75363
white_apron,75312
ear_piercing,75229
blazer,75152
bottle,75136
topless,75042
yaoi,74935
looking_up,74869
fire,74715
denim,74517
elf,74299
spiked_hair,74200
mahou_shoujo_madoka_magica,74073
couple,74041
light_blush,73758
variant_set,73597
?,73221
kirisame_marisa,73221
stuffed_animal,72934
bug,72523
single_hair_bun,72483
black_leotard,72432
straddling,72424
holding_cup,72397
red_bowtie,72385
animal_print,72304
hololive_english,72150
clenched_teeth,71894
skeb_commission,71797
crown,71700
horse_tail,71316
juliet_sleeves,70962
cover,70883
paid_reward_available,70714
t-shirt,70680
tassel,70571
white_pupils,70451
grabbing_another's_breast,70388
holding_gun,70362
fellatio,70349
formal_clothes,70191
outstretched_arms,70152
;d,70128
game_cg,70004
slit_pupils,69783
shoulder_armor,69772
gem,69718
sex_from_behind,69586
black_necktie,69532
grey_shirt,69184
curtains,69075
robot,68989
straight_hair,68938
black_shoes,68895
sneakers,68798
lifting_own_clothes,68748
pointing,68456
on_stomach,68431
pantyshot,68369
outstretched_arm,68363
bdsm,68332
black_boots,68106
knee_boots,67997
>_<,67830
aged_down,67745
girl_on_top,67455
underwear_only,67309
knife,67241
sisters,67187
head_wings,66985
tiara,66977
crossover,66875
hat_ribbon,66836
katana,66640
yellow_background,66607
girls_und_panzer,66479
honkai:_star_rail,66326
feathered_wings,66179
breasts_out,66049
facing_viewer,66048
blue_sailor_collar,65895
messy_hair,65658
eyewear_on_head,65646
rabbit_tail,65437
bandaid,65427
wing_collar,65101
hand_on_own_chest,64946
fishnets,64923
girls'_frontline,64906
kiss,64759
strapless_leotard,64564
pink_dress,64546
nijisanji,64501
short_twintails,64479
school_swimsuit,64477
skin_fang,64361
hooded_jacket,64221
polka_dot,64197
red_background,64089
extra_ears,64010
goggles,63883
bent_over,63850
puffy_long_sleeves,63560
black_bra,63327
green_skirt,63303
black_belt,63175
monster_girl,63117
white_pantyhose,63101
building,63053
red_jacket,62870
crossed_bangs,62834
clenched_hand,62831
pink_flower,62526
dog_ears,62379
bat_wings,61709
no_pants,61630
revision,61394
white_ribbon,61278
loafers,61270
demon_tail,61264
tan,61194
red_nails,60991
staff,60968
5girls,60888
all_fours,60803
shaded_face,60630
group_sex,60542
star_(sky),60523
brooch,60430
veil,60064
single_thighhigh,60055
hat_bow,59623
box,59403
china_dress,59366
instrument,58958
otoko_no_ko,58918
armband,58878
undressing,58739
lipstick,58717
polearm,58595
outside_border,58539
towel,58502
night_sky,58411
knees_up,58369
letterboxed,58362
scar_on_face,58244
striped_thighhighs,58143
lingerie,57991
bondage,57967
child,57861
highleg_leotard,57430
black_coat,57416
steam,57249
light_particles,57177
cherry_blossoms,57029
smartphone,56748
hair_bobbles,56719
drooling,56665
ribbon_trim,56606
hair_over_shoulder,56543
meme,56517
butterfly,56496
wristband,56480
revealing_clothes,56479
candy,56392
mahou_shoujo_madoka_magica_(anime),56379
claws,56378
crescent,55636
couch,55617
side_braid,55493
surprised,55444
pale_skin,55422
wind,55367
white_sailor_collar,55249
foreshortening,55231
anger_vein,55075
musical_note,54960
low_ponytail,54938
precure,54876
strapless_dress,54793
white_sleeves,54757
danganronpa_(series),54732
...,54627
scenery,54624
holding_phone,54606
mole_under_mouth,54431
character_request,54416
anal,54352
grey_skirt,54288
^^^,54273
pelvic_curtain,54188
toenails,54091
sex_toy,54015
rope,53927
lace_trim,53824
dot_nose,53805
microphone,53752
remilia_scarlet,53685
adapted_costume,53656
sheath,53642
flandre_scarlet,53614
arms_behind_head,53587
gauntlets,53583
multiple_tails,53553
hood_up,53293
baseball_cap,53091
red_neckerchief,52907
index_finger_raised,52771
beard,52593
cropped_jacket,52562
ejaculation,52516
bike_shorts,52472
breast_press,52409
hakama,52266
cloak,52247
waist_apron,52019
maid_apron,51993
purple_dress,51907
kemono_friends,51893
casual,51770
gundam,51768
o-ring,51428
logo,51418
outline,51404
nature,51395
bridal_gauntlets,51259
breath,51170
eyeshadow,51064
between_breasts,51053
blue_nails,51020
cropped_legs,51005
sleeves_past_fingers,50978
web_address,50871
blue_necktie,50816
large_pectorals,50806
twin_drills,50785
alternate_breast_size,50674
buckle,50574
pink_nails,50440
male_pubic_hair,50300
hand_on_own_face,50281
pom_pom_(clothes),50242
interlocked_fingers,50216
wet_clothes,49984
cover_page,49947
pink_panties,49863
panty_pull,49628
bad_link,49599
string_bikini,49538
yellow_bow,49335
spoken_heart,49200
colored_sclera,49021
short_hair_with_long_locks,48980
areola_slip,48929
granblue_fantasy,48875
gold_trim,48792
neck_bell,48771
skirt_set,48601
eye_contact,48546
close-up,48417
semi-rimless_eyewear,48338
video,48268
genderswap,48262
holding_book,48060
second-party_source,47986
third_eye,47936
glowing_eyes,47740
facial,47702
carrying,47682
christmas,47620
motor_vehicle,47596
androgynous,47584
covering_privates,47502
forehead,47469
two-tone_background,47409
plate,47392
dragon_horns,47329
peaked_cap,47318
open_coat,47311
tearing_up,47290
curvy,47284
